Name,Edição,Etiquetas,Seção,Tema,URL
Nós contra o mundo,87,,Artigos,"Pentecostais ajudam na inserção social dos mais pobres, mas criam uma guerra espiritual: fora da igreja só existe o Diabo",https://web.archive.org/web/20160122071549/http://revistadehistoria.com.br/secao/artigos-revista/nos-contra-o-mundo
Deus é voto,87,,Artigos,"Depois de quase um século sem se fazer notar, a mistura de religião com política hoje é essencial para o debate democrático",https://web.archive.org/web/20160122071549/http://revistadehistoria.com.br/secao/artigos-revista/deus-e-voto
Jeitinho evangelizador,87,,Artigos,"Seja em programas de TV ou no boca a boca, estratégias missionárias brasileiras são um sucesso, inclusive no exterior",https://web.archive.org/web/20160122071549/http://revistadehistoria.com.br/secao/artigos-revista/jeitinho-evangelizador
Multiplicação sem milagre,87,,Artigos,"Crescimento dos neopentecostais não é fruto de maior religiosidade, mas de valores contemporâneos, como o individualismo",https://web.archive.org/web/20160122071549/http://revistadehistoria.com.br/secao/artigos-revista/multiplicacao-sem-milagre
A hora da verdade,87,,Artigos,Comissão Nacional da Verdade tem pouco mais de um ano para terminar suas investigações. Até onde é possível chegar?,https://web.archive.org/web/20160122071549/http://revistadehistoria.com.br/secao/artigos-revista/a-hora-da-verdade
Azevedinho e seus problemas,87,,Artigos,Não era fácil administrar uma empresa que traficava ilegalmente cativos da África para o Brasil,https://web.archive.org/web/20160122071549/http://revistadehistoria.com.br/secao/artigos-revista/azevedinho-e-seus-problemas
Cidades sem tradução,87,,Artigos,Palavras que definem assentamentos urbanos no Egito Antigo carregam diversos significados importantes para aquela sociedade,https://web.archive.org/web/20160122071549/http://revistadehistoria.com.br/secao/artigos-revista/cidades-sem-traducao
A imagem da capa,87,,Artigos,"Mulher dançando no espírito, uma fotografia tirada nos Estados Unidos, nos anos 1930",https://web.archive.org/web/20160122071549/http://revistadehistoria.com.br/secao/artigos-revista/a-imagem-da-capa-1
Eunice Durham,87,,Entrevista,Antropólogos também amam,https://web.archive.org/web/20160122071549/http://revistadehistoria.com.br/secao/entrevista/eunice-durham
Modernismo pós-moderno,87,,Leituras,"Em ‘Beira-mar’, Pedro Nava faz de suas memórias uma releitura do movimento, sem nostalgia nem idealização das vanguardas",https://web.archive.org/web/20160122071549/http://revistadehistoria.com.br/secao/leituras/modernismo-pos-moderno
Quem ri por último...,87,,Perspectiva,A República no Brasil serviu ao humor português para difundir por lá os ideais republicanos,https://web.archive.org/web/20160122071549/http://revistadehistoria.com.br/secao/perspectiva/quem-ri-por-ultimo
"Euro, etno e outros centrismos",87,,Educação,A História ocidental é bastante etnocêntrica. Revisá-la é uma forma de enxergar o que negamos e restituir o lugar da alteridade,https://web.archive.org/web/20160122071549/http://revistadehistoria.com.br/secao/educacao/euro-etno-e-outros-centrismos
Eclético é o arquiteto,87,,Retrato,"Além das soluções urbanísticas inovadoras, Adolfo Morales de los Rios se dedicou a diversas áreas do saber",https://web.archive.org/web/20160122071549/http://revistadehistoria.com.br/secao/retrato/ecletico-e-o-arquiteto
Eu sou de todo o mundo,87,,Por dentro da Biblioteca,O Atlas de Cieraé incorporado à lista de acervos documentais da BN reconhecidos pelo Programa Memória do Mundo da Unesco,https://web.archive.org/web/20160122071549/http://revistadehistoria.com.br/secao/por-dentro-da-biblioteca/eu-sou-de-todo-o-mundo
Autoajuda amorosa,87,,Por dentro do Documento,"No início do século XIX, um manual ensinava artimanhas para agradar, conquistar e conservar as ‘inconstantes’ mulheres",https://web.archive.org/web/20160122071549/http://revistadehistoria.com.br/secao/por-dentro-do-documento/autoajuda-amorosa
"Santo xamanismo, Batman!",86,,Almanaque,"Ele não tinha Batmóvel nem cinto de utilidades, e não vivia em Gotham City. O primeiro homem-morcego de que temos registro surgiu na cultura Tairona, na atual Colômbia",https://web.archive.org/web/20160122025949/http://revistadehistoria.com.br/secao/almanaque/almanaque-novembro-2012
A arte de ofender,86,,Almanaque,,https://web.archive.org/web/20160122025949/http://revistadehistoria.com.br/secao/almanaque/a-arte-de-ofender
‘Afuzilados’,86,,Almanaque,,https://web.archive.org/web/20160122025949/http://revistadehistoria.com.br/secao/almanaque/afuzilados
Jorge Amado na fogueira,86,,Almanaque,,https://web.archive.org/web/20160122025949/http://revistadehistoria.com.br/secao/almanaque/jorge-amado-na-fogueira
Vieira contra as ‘Armaz Olandezas’,86,,Decifre,"Uma carta escrita pelo Padre Antônio Vieira, no século XVII, está esperando para ser decifrada! Em letra humanística, de traçado cursivo, ele relata à Roma aspectos relevante de uma missão religiosa",https://web.archive.org/web/20160122025949/http://revistadehistoria.com.br/secao/decifre/vieira-contra-as-armaz-olandezas
Cronistas da malandragem,86,,Em dia,Documentário mostra a relação entre o sambista Bezerra da Silva e os compositores das favelas,https://web.archive.org/web/20160122025949/http://revistadehistoria.com.br/secao/em-dia/cronistas-da-malandragem
Parada no tempo,86,,Em dia,"Capital farroupilha, Piratini ganha roteiro histórico e vai restaurar a Casa de Garibaldi até 2014",https://web.archive.org/web/20160122025949/http://revistadehistoria.com.br/secao/em-dia/parada-no-tempo
Cores do império,86,,Em dia,Obras do inglês Charles Landseer retratando o Brasil do século XIX são expostas pela primeira vez na Europa,https://web.archive.org/web/20160122025949/http://revistadehistoria.com.br/secao/em-dia/cores-do-imperio
Para não esquecer,86,,Em dia,"“Casa da Morte” em Petrópolis, que deve virar memorial, estimula a reflexão sobre o passado",https://web.archive.org/web/20160122025949/http://revistadehistoria.com.br/secao/em-dia/para-nao-esquecer
Patrimônio em perigo – Especial Arquivos Públicos Estaduais,86,,Em dia,O Arquivo Público do Piauí não tem um único documento digitalizado. E muito menos climatização adequada ou atendimento informatizado. Situação se repete em outras tantas instituições do Brasil,https://web.archive.org/web/20160122025949/http://revistadehistoria.com.br/secao/em-dia/patrimonio-em-perigo-especial-arquivos-publicos-estaduais
Passando o ponto,86,,Em dia,Prédios centenários da Rua da Carioca são vendidos em lote. Seu destino é incerto,https://web.archive.org/web/20160122025949/http://revistadehistoria.com.br/secao/em-dia/passando-o-ponto
"D. Pedro II, quem explica?",86,,Artigos,"Monarca republicano, imperador cidadão, abolicionista num país escravocrata, intelectual num mar de analfabetos. Interprete-o a gosto",https://web.archive.org/web/20160122025949/http://revistadehistoria.com.br/secao/artigos-revista/d-pedro-ii-quem-explica
Herança do Império,86,,Artigos,"Enquanto o imperador valorizava alguns ideais republicanos, nossa República bebeu da tradição monárquica",https://web.archive.org/web/20160122025949/http://revistadehistoria.com.br/secao/artigos-revista/heranca-do-imperio
"Um pra lá, um pra cá",86,,Artigos,"Para além dos méritos artísticos, Carlos Gardel e Carmen Miranda foram veículos de um novo nacionalismo",https://web.archive.org/web/20160122025949/http://revistadehistoria.com.br/secao/artigos-revista/um-pra-la-um-pra-ca
Ventos liberais para o oeste,86,,Artigos,O exemplo espanhol da Constituição de Cádiz avançou pela Península Ibérica até alcançar Portugal e chegar ao Brasil,https://web.archive.org/web/20160122025949/http://revistadehistoria.com.br/secao/artigos-revista/ventos-liberais-para-o-oeste
Conservar para não restaurar,86,,Artigos,Denúncia de possível erro na restauração do quadro “A Primeira Missa no Brasil” realça a fragilidade das políticas de preservação de bens culturais no país,https://web.archive.org/web/20160122025949/http://revistadehistoria.com.br/secao/artigos-revista/conservar-para-nao-restaurar
Novos rumos para velhos dogmas,86,,Artigos,O Concílio Vaticano II tentou manter o catolicismo sintonizado com um mundo que mudava vertiginosamente. Mas terá sido bem interpretado?,https://web.archive.org/web/20160122025949/http://revistadehistoria.com.br/secao/artigos-revista/novos-rumos-para-velhos-dogmas
Pagamento em espécie,86,,Artigos,"Por mais de um século, as moedas vigentes na Amazônia colonial eram somente gêneros naturais, como cacau, cravo, algodão e gado",https://web.archive.org/web/20160122025949/http://revistadehistoria.com.br/secao/artigos-revista/pagamento-em-especie
Hans Ulrich Gumbrecht,86,,Entrevista,Excesso de passado,https://web.archive.org/web/20160122025949/http://revistadehistoria.com.br/secao/entrevista/hans-ulrich-gumbrecht
As lições de um escrivão,86,,Leituras,Lima Barreto criou uma biografia ficcional para criticar a ideia de uma essência lógica e racional do sujeito,https://web.archive.org/web/20160122025949/http://revistadehistoria.com.br/secao/leituras/as-licoes-de-um-escrivao
Entre o tapete e a tapera,86,,Perspectiva,Almeida Júnior mostra em suas pinturas duas facetas dos paulistas do fim do século XIX: burgueses e caipiras,https://web.archive.org/web/20160122025949/http://revistadehistoria.com.br/secao/perspectiva/entre-o-tapete-e-a-tapera
A invenção dos ‘gaúchos’,86,,Educação,"Restrita a uma elite da região de fronteira, a Revolução Farroupilha pode explicar a construção da identidade rio-grandense",https://web.archive.org/web/20160122025949/http://revistadehistoria.com.br/secao/educacao/a-invencao-dos-gauchos
Às margens do Tietê,86,,Retrato,"Cineasta da Boca do Lixo paulistana, Ozualdo Candeias filmou pessoas que viviam na contramão da modernização",https://web.archive.org/web/20160122025949/http://revistadehistoria.com.br/secao/retrato/as-margens-do-tiete
Pra lá e pra cá,86,,Por dentro da Biblioteca,"Os milhares de exemplares de obras portuguesas presentes no acervo da Biblioteca Nacional atraem pesquisadores do além-mar. Hoje, há mais livros da época do Renascimento português no Brasil do que em seu país de origem",https://web.archive.org/web/20160122025949/http://revistadehistoria.com.br/secao/por-dentro-da-biblioteca/pra-la-e-pra-ca
Progresso sem freio,86,,Por dentro do Documento,"Em meio ao surgimento dos automóveis no Brasil, revista ilustrada mostrava os perigos da modernidade em mãos erradas",https://web.archive.org/web/20160122025949/http://revistadehistoria.com.br/secao/por-dentro-do-documento/progresso-sem-freio
Datilógrafa,86,,Havia Vagas,"Hoje, comunicação escrita é sinônimo de silêncio,  transmitida por meio eletrônico. Mas, há poucas décadas, antes da presença dos computadores e da web, a escrita era ruidosa e dependia de um enorme contingente de especialistas: os datilógrafos",https://web.archive.org/web/20160122025949/http://revistadehistoria.com.br/secao/havia-vagas/datilografa
Telefonista,86,,Havia Vagas,"Além de solícitas, as telefonistas tinham que ser discretas: afinal, precisavam ouvir a conversa inteira dos assinantes para que, após a despedida, encerrassem a ligação",https://web.archive.org/web/20160122025949/http://revistadehistoria.com.br/secao/havia-vagas/telefonista
Premiado pelo acaso,86,,A História do Historiador,,https://web.archive.org/web/20160122025949/http://revistadehistoria.com.br/secao/a-historia-do-historiador/premiado-pelo-acaso
Surpresa de Natal,85,,Almanaque,,https://web.archive.org/web/20160122101926/http://revistadehistoria.com.br/secao/almanaque/surpresa-de-natal
O povo não é bobo,85,,Almanaque,,https://web.archive.org/web/20160122101926/http://revistadehistoria.com.br/secao/almanaque/o-povo-nao-e-bobo
O berço do herói,85,,Almanaque,,https://web.archive.org/web/20160122101926/http://revistadehistoria.com.br/secao/almanaque/o-berco-do-heroi
Soleira macabra,85,,Almanaque,,https://web.archive.org/web/20160122101926/http://revistadehistoria.com.br/secao/almanaque/soleira-macabra
Um mar de exposições,85,,Em dia,Rio ganha em novembro seu primeiro museu municipal de arte com acervo próprio,https://web.archive.org/web/20160122101926/http://revistadehistoria.com.br/secao/em-dia/um-mar-de-exposicoes
Passado em miniatura,85,,Em dia,Jovens de Minas Gerais constroem maquetes sobre episódios importantes da História do Brasil,https://web.archive.org/web/20160122101926/http://revistadehistoria.com.br/secao/em-dia/passado-em-miniatura
"Que bandeirante, que nada!",85,,Em dia,Tropeirismo pode virar Patrimônio Cultural da Humanidade e ganhar centro de referência e documentação,https://web.archive.org/web/20160122101926/http://revistadehistoria.com.br/secao/em-dia/que-bandeirante-que-nada
História.com,85,,Em dia,"Redes sociais caem no gosto de estudantes e pesquisadores. Cada vez mais, arquivos públicos disponibilizam seus acervos online, ao mesmo tempo em que amantes da História desenvolvem ferramentas de ensino para estudantes e curiosos na web",https://web.archive.org/web/20160122101926/http://revistadehistoria.com.br/secao/em-dia/historia-com
Guerra do quê?,85,,Em dia,"Após 100 anos, filme tenta recuperar a memória do Contestado",https://web.archive.org/web/20160122101926/http://revistadehistoria.com.br/secao/em-dia/guerra-do-que
Nova velha Maceió,85,,Em dia,"Em novembro, prédios históricos da cidade ganharão modelos em três dimensões na Internet",https://web.archive.org/web/20160122101926/http://revistadehistoria.com.br/secao/em-dia/nova-velha-maceio
